@RELATION suicidal
@ATTRIBUTE class {1, 0}
@ATTRIBUTE sentence_count NUMERIC
@ATTRIBUTE average_word_length NUMERIC
@ATTRIBUTE word_I  NUMERIC
@ATTRIBUTE word_! NUMERIC
@ATTRIBUTE average_sentence_length NUMERIC

@DATA
1,2,3.59090909091,7,0,33.0
1,9,3.89565217391,12,0,12.7777777778
1,12,3.9865470852,20,0,18.5833333333
1,5,3.07692307692,0,0,5.2
0,11,4.07324840764,5,0,28.5454545455
0,7,4.41379310345,0,0,12.4285714286
0,4,3.90789473684,0,2,19.0
1,1,7.15384615385,0,0,13.0
0,37,3.45147679325,15,6,12.8108108108
0,2,4.13953488372,3,0,21.5
1,3,3.98275862069,1,0,38.6666666667
0,54,3.46684587814,47,3,20.6666666667
1,21,3.67619047619,7,0,15.0
1,26,3.82683982684,21,1,17.7692307692
1,45,3.4362745098,67,0,18.1333333333
1,11,3.4554973822,1,0,17.3636363636
0,33,3.88673469388,11,2,29.696969697
0,29,3.79923518164,20,1,18.0344827586
0,14,4.21105527638,6,6,14.2142857143
0,23,4.145,33,0,26.0869565217
0,28,3.40830449827,20,1,20.6428571429
1,10,3.09433962264,15,0,10.6
1,6,3.76515151515,5,0,44.0
1,1,3.76811594203,1,0,69.0
1,17,3.57731958763,19,0,17.1176470588
0,5,3.62376237624,4,1,20.2
1,5,2.86666666667,3,0,9.0
0,3,3.86486486486,0,0,24.6666666667
0,11,3.29347826087,7,0,16.7272727273
1,34,3.59190031153,43,0,18.8823529412
1,12,3.59333333333,14,0,12.5
0,4,3.58333333333,0,0,15.0
1,8,3.55474452555,9,0,17.125
0,7,4.24253731343,5,1,38.2857142857
1,20,3.77131782946,23,8,12.9
1,9,3.53807106599,15,0,21.8888888889
0,7,3.81052631579,6,0,27.1428571429
1,7,3.51666666667,6,0,8.57142857143
1,170,3.50323774283,180,0,12.7176470588
0,10,3.25099601594,16,0,25.1
1,28,3.44142259414,43,0,17.0714285714
1,13,3.49214659686,8,0,14.6923076923
0,8,3.44537815126,8,1,14.875
0,4,3.5,8,0,27.5
1,9,3.50526315789,0,0,10.5555555556
0,66,3.63362487852,31,1,15.5909090909
1,47,3.69081272085,51,0,24.085106383
1,1,3.57831325301,0,0,83.0
1,7,3.6814159292,3,0,16.1428571429
1,7,3.64462809917,7,0,17.2857142857
1,4,3.02777777778,3,0,9.0
1,12,3.80748663102,11,0,15.5833333333
0,5,3.82558139535,5,2,17.2
1,7,3.2803030303,11,0,18.8571428571
1,26,3.71404109589,37,0,22.4615384615
0,5,4.30769230769,1,0,20.8
0,1,4.0,4,0,133.0
0,6,4.34545454545,2,0,27.5
1,2,3.6265060241,0,0,83.0
0,7,3.79824561404,6,0,16.2857142857
1,9,3.75641025641,10,0,17.3333333333
0,25,3.61968085106,6,0,15.04
0,15,3.61209964413,15,0,18.7333333333
0,28,3.63944223108,6,0,17.9285714286
0,1,4.46341463415,1,0,41.0
0,7,3.84210526316,0,0,16.2857142857
1,48,3.72298456261,66,1,24.2916666667
1,31,3.33731343284,64,0,21.6129032258
1,26,3.67070707071,32,0,19.0384615385
1,24,3.35616438356,27,0,18.25
0,7,3.224,6,0,17.8571428571
1,29,3.56161137441,33,0,14.5517241379
0,5,3.95967741935,3,0,24.8
0,7,3.79130434783,10,0,16.4285714286
1,1,3.6835443038,1,0,79.0
0,10,3.84931506849,13,0,21.9
1,10,3.35882352941,17,0,17.0
0,22,3.74497991968,30,0,22.6363636364
1,15,3.83805668016,17,0,16.4666666667
1,17,3.48459383754,19,0,21.0
1,13,3.91034482759,4,0,11.1538461538
1,6,3.55974842767,12,0,26.5
1,3,3.13636363636,0,0,7.33333333333
1,3,4.47058823529,0,0,11.3333333333
0,5,3.50684931507,5,0,14.6
0,2,4.68965517241,0,1,14.5
0,12,3.74407582938,2,0,17.5833333333
1,11,3.54201680672,14,0,21.6363636364
1,10,3.84905660377,14,0,21.2
1,16,3.31162790698,19,0,13.4375
0,16,3.65254237288,5,4,14.75
0,8,3.77777777778,4,1,14.625
1,29,3.6019047619,29,0,18.1034482759
1,11,3.77083333333,2,0,21.8181818182
0,7,4.03603603604,0,0,15.8571428571
1,13,3.82985553772,28,0,47.9230769231
1,22,3.58461538462,21,0,17.7272727273
0,13,3.49169435216,22,1,23.1538461538
1,9,3.37762237762,8,1,15.8888888889
1,33,3.87368421053,17,0,20.1515151515
0,11,3.4011299435,8,0,16.0909090909
1,27,3.46538461538,28,0,9.62962962963
0,10,4.09565217391,4,7,11.5
1,56,3.53016688062,45,0,13.9107142857
0,3,3.75,2,0,13.3333333333
0,3,4.77272727273,1,0,14.6666666667
0,5,4.01612903226,2,0,12.4
0,8,3.44615384615,3,0,8.125
1,30,3.57833655706,33,0,17.2333333333
0,9,3.71084337349,5,0,18.4444444444
1,3,3.59701492537,5,0,22.3333333333
0,13,3.88790560472,18,4,26.0769230769
1,11,3.45405405405,0,0,16.8181818182
0,12,3.64864864865,10,0,21.5833333333
1,19,3.20580474934,0,0,19.9473684211
1,12,3.42592592593,22,0,18.0
1,17,3.55274261603,9,0,13.9411764706
1,18,3.41851851852,15,0,15.0
1,6,3.76612903226,6,0,20.6666666667
0,23,3.50511247444,27,0,21.2608695652
0,8,3.51851851852,8,2,20.25
0,41,3.56826568266,11,2,13.2195121951
1,41,3.59592410401,122,0,34.7073170732
1,10,3.73407202216,21,0,36.1
0,5,3.6875,5,0,22.4
1,9,3.78801843318,12,0,24.1111111111
1,2,3.21428571429,1,0,7.0
1,9,3.25748502994,18,0,18.5555555556
0,21,3.67313915858,21,0,14.7142857143
1,7,4.33858267717,6,0,18.1428571429
0,38,3.5737704918,20,10,16.0526315789
0,20,3.94211576846,6,0,25.05
0,5,4.42222222222,1,0,18.0
1,20,3.4347826087,27,0,19.55
1,10,3.52795031056,8,0,16.1
1,26,3.64516129032,33,0,16.6923076923
1,2,3.33333333333,3,0,12.0
1,6,3.48,7,0,16.6666666667
0,42,3.39442815249,32,39,16.2380952381
1,16,3.38075313808,26,0,14.9375
0,26,3.72704081633,18,7,15.0769230769
1,5,3.60416666667,1,0,19.2
1,57,3.58823529412,57,0,15.2105263158
1,14,3.55882352941,20,0,12.1428571429
1,24,3.75350140056,21,0,14.875
1,12,3.46788990826,14,0,18.1666666667
1,2,3.875,2,0,32.0
1,11,3.56106870229,21,0,23.8181818182
1,15,3.62862318841,30,0,36.8
1,11,3.60625,12,0,14.5454545455
0,4,3.38888888889,2,1,18.0
0,15,3.31313131313,8,1,13.2
1,27,3.53032440056,50,2,26.2592592593
1,6,3.99107142857,7,0,18.6666666667
0,20,3.50446428571,1,0,11.2
1,11,3.72619047619,0,0,22.9090909091
1,8,3.51428571429,15,0,21.875
0,4,3.22857142857,4,2,17.5
0,19,4.06367924528,7,2,22.3157894737
0,9,3.53797468354,8,4,17.5555555556
0,9,3.61780104712,4,0,21.2222222222
0,8,3.55555555556,4,0,19.125
1,21,3.65914786967,19,0,19.0
1,18,3.57620817844,14,0,14.9444444444
1,10,3.33009708738,13,0,10.3
0,5,4.16428571429,6,0,28.0
1,3,3.38095238095,2,0,7.0
1,19,3.53276955603,24,0,24.8947368421
0,28,3.59788359788,31,0,13.5
1,15,3.63366336634,8,0,13.4666666667
1,32,3.53731343284,32,0,12.5625
1,5,4.015625,4,0,12.8
1,12,3.57,21,0,16.6666666667
1,23,3.63170731707,26,0,17.8260869565
0,67,3.77260519248,13,7,16.671641791
1,38,3.37246963563,45,0,13.0
1,18,3.65652173913,33,0,25.5555555556
0,2,3.79411764706,5,0,34.0
1,5,3.65060240964,5,0,16.6
0,14,3.75953079179,13,0,24.3571428571
0,1,4.11764705882,0,0,34.0
1,3,7.23076923077,0,0,4.33333333333
0,3,3.65,1,0,6.66666666667
0,65,4.16682926829,17,2,15.7692307692
1,8,3.91208791209,2,0,22.75
0,35,3.80392156863,26,0,13.1142857143
0,47,3.49345417925,41,2,21.1276595745
1,9,3.45794392523,9,0,11.8888888889
0,6,3.55319148936,5,0,15.6666666667
0,20,3.45434782609,35,0,23.0
0,12,4.57587548638,1,0,21.4166666667
0,40,3.96952104499,27,2,17.225
1,6,3.35227272727,5,0,14.6666666667
1,7,3.51282051282,5,0,11.1428571429
1,54,3.59785932722,22,0,24.2222222222
0,9,3.81496062992,10,0,28.2222222222
0,7,3.8313253012,3,0,23.7142857143
0,13,4.01724137931,8,0,22.3076923077
1,23,3.705,33,0,17.3913043478
0,13,3.71739130435,12,0,17.6923076923
0,2,3.38461538462,0,2,6.5
0,19,4.08181818182,5,0,28.9473684211
1,6,4.12307692308,3,0,10.8333333333
1,18,3.64942528736,21,0,19.3333333333
0,4,3.2,4,0,20.0
1,23,3.68524590164,24,0,13.2608695652
1,8,3.35294117647,15,0,17.0
1,12,3.28125,28,0,18.6666666667
1,9,3.01136363636,10,0,9.77777777778
0,12,3.98026315789,0,4,25.3333333333
0,59,3.41025641026,71,0,17.8474576271
1,5,3.7358490566,4,0,21.2
0,15,3.25,11,0,10.4
1,14,3.82437275986,21,0,19.9285714286
0,12,3.94285714286,13,1,23.3333333333
0,11,3.96323529412,6,2,24.7272727273
0,14,4.14977973568,3,2,16.2142857143
0,9,3.705,1,0,22.2222222222
0,6,3.94897959184,2,0,16.3333333333
1,18,3.37264150943,25,0,23.5555555556
1,7,3.48529411765,9,0,9.71428571429
0,22,3.63836477987,8,0,14.4545454545
1,18,3.34928229665,13,2,11.6111111111
0,12,4.24553571429,7,1,18.6666666667
0,6,3.46835443038,9,0,13.1666666667
0,6,3.83333333333,3,0,9.0
1,19,3.26368159204,19,0,10.5789473684
1,19,3.10109289617,0,0,19.2631578947
1,7,3.57894736842,1,0,13.5714285714
0,141,3.71397616468,87,0,13.0921985816
0,14,3.53736654804,8,1,20.0714285714
0,8,3.4465408805,5,0,19.875
1,1,3.77894736842,13,0,190.0
1,13,3.56401384083,25,0,22.2307692308
1,30,3.75851703407,58,0,33.2666666667
0,9,3.52922077922,11,2,34.2222222222
0,1,3.96618357488,6,0,207.0
0,3,3.4380952381,12,0,35.0
1,16,3.4657980456,23,0,19.1875
1,24,3.68956743003,27,0,16.375
1,7,3.50611246944,23,0,58.4285714286
0,11,3.86163522013,2,0,14.4545454545
0,4,3.98387096774,0,0,15.5
1,22,3.52517985612,25,0,12.6363636364
0,5,4.27358490566,0,3,21.2
1,10,3.44512195122,25,0,32.8
0,10,3.5737704918,3,0,12.2
0,4,3.03921568627,4,0,12.75
0,24,3.53961456103,18,3,19.4583333333
1,13,3.66666666667,11,0,16.6153846154
0,26,3.66836734694,24,0,15.0769230769
1,11,3.51639344262,15,0,22.1818181818
0,31,3.63600782779,13,0,16.4838709677
0,2,3.76666666667,0,0,15.0
1,4,3.40816326531,2,0,12.25
0,1,4.64285714286,0,0,28.0
0,7,4.09166666667,4,0,17.1428571429
0,58,3.71863580999,60,0,14.1551724138
0,17,3.55737704918,19,1,14.3529411765
0,4,3.61666666667,1,0,15.0
1,20,3.56015037594,22,0,13.3
1,8,4.12068965517,2,0,21.75
0,2,4.21052631579,1,0,9.5
0,8,3.9625,0,8,10.0
0,15,3.69278996865,14,0,21.2666666667
1,12,3.16981132075,11,0,8.83333333333
0,14,3.42708333333,12,3,20.5714285714
0,21,3.84263959391,12,0,18.7619047619
0,8,3.40972222222,9,2,18.0
1,4,3.0,3,0,8.75
0,7,4.20689655172,2,0,20.7142857143
1,19,3.5632183908,28,0,13.7368421053
0,13,3.61194029851,11,2,20.6153846154
0,8,3.59433962264,3,3,13.25
0,9,2.82142857143,12,11,12.4444444444
0,5,3.7380952381,0,0,8.4
1,23,3.39775910364,21,0,15.5217391304
0,13,3.7786259542,10,6,20.1538461538
1,24,3.42556390977,34,0,27.7083333333
1,8,3.47674418605,8,0,10.75
0,16,4.03691275168,5,0,18.625
1,7,3.64341085271,8,0,18.4285714286
0,6,4.06060606061,6,2,27.5
0,8,3.79329608939,2,0,22.375
1,20,3.53925619835,35,0,24.2
1,8,3.93137254902,6,0,12.75
0,28,3.87909967846,3,1,55.5357142857
1,29,3.53953488372,29,0,14.8275862069
0,1,3.36363636364,0,0,11.0
0,25,3.73483779972,22,0,28.36
1,22,3.35372340426,11,0,17.0909090909
1,3,2.95,5,0,13.3333333333
0,53,3.73724212812,28,2,17.3773584906
1,19,3.56315789474,11,0,10.0
0,4,4.02173913043,3,0,23.0
1,6,3.58490566038,16,0,44.1666666667
1,3,3.71052631579,1,0,12.6666666667
1,16,3.57352941176,22,0,17.0
1,13,3.56862745098,12,0,15.6923076923
0,2,3.25925925926,1,0,13.5
0,9,3.46956521739,11,0,12.7777777778
1,7,3.4262295082,9,0,17.4285714286
1,3,3.17391304348,7,0,15.3333333333
0,24,3.53086419753,4,0,16.875
0,18,3.44845360825,13,2,10.7777777778
1,5,3.41592920354,12,0,22.6
0,19,3.38864628821,2,11,12.0526315789
1,41,3.53936348409,55,0,14.5609756098
0,10,3.49438202247,17,1,17.8
0,9,3.86222222222,7,0,25.0
0,39,3.74374255066,43,0,21.5128205128
1,2,2.63636363636,0,0,5.5
1,10,3.45228215768,17,0,24.1
0,14,3.91911764706,12,0,19.4285714286
0,2,4.10526315789,0,1,9.5
0,47,3.94862155388,18,3,16.9787234043
1,7,3.44680851064,0,0,26.8571428571
1,19,3.45149253731,29,0,14.1052631579
1,9,3.36666666667,7,0,13.3333333333
0,18,3.75862068966,18,1,16.1111111111
0,9,3.75298804781,7,0,27.8888888889
0,6,3.8785046729,4,0,17.8333333333
1,16,3.57983193277,0,0,22.3125
0,7,3.7358490566,4,0,22.7142857143
1,30,3.25167785235,22,0,9.93333333333
1,9,3.55172413793,18,0,22.5555555556
1,6,3.82142857143,5,0,9.33333333333
1,16,3.4862745098,26,0,15.9375
1,15,3.58598726115,10,0,10.4666666667
0,22,3.64583333333,47,3,34.9090909091
0,22,3.63728813559,3,13,13.4090909091
1,17,3.51384615385,24,0,19.1176470588
1,1,3.57142857143,0,0,7.0
0,29,3.44572748268,14,7,14.9310344828
0,10,3.69078947368,10,0,30.4
0,21,3.61139896373,7,2,9.19047619048
0,1,4.93333333333,0,0,15.0
0,28,3.60181818182,21,0,19.6428571429
1,26,3.50533049041,30,0,18.0384615385
1,3,2.60465116279,4,0,14.3333333333
0,5,4.01315789474,3,0,15.2
1,6,3.25714285714,8,0,11.6666666667
0,7,3.3375,8,3,22.8571428571
1,3,7.90476190476,0,0,7.0
0,13,3.96253602305,10,1,26.6923076923
1,35,3.58467023173,44,0,16.0285714286
0,11,3.45454545455,2,0,14.0
1,6,3.23376623377,9,0,12.8333333333
1,4,3.76811594203,3,0,17.25
0,10,3.99324324324,1,0,14.8
0,37,3.42307692308,22,1,10.5405405405
1,36,3.635,26,0,16.6666666667
0,24,3.69543147208,26,2,16.4166666667
0,10,3.83653846154,9,0,20.8
0,7,3.50241545894,9,0,29.5714285714
1,6,3.62992125984,4,0,21.1666666667
1,7,3.58904109589,6,0,20.8571428571
0,4,3.74666666667,2,0,18.75
1,39,3.61790393013,33,0,23.4871794872
1,40,3.41493775934,3,0,12.05
1,37,3.69712793734,56,0,20.7027027027
0,1,4.05882352941,0,0,17.0
0,34,3.26530612245,18,2,12.9705882353
0,39,3.27642276423,76,0,15.7692307692
0,4,3.375,1,0,16.0
1,48,3.37760910816,36,0,10.9791666667
0,19,3.53427895981,6,3,22.2631578947
0,8,3.99145299145,1,0,14.625
0,15,3.54248366013,10,0,10.2
0,34,3.46142208775,31,2,19.4411764706
0,4,3.375,1,0,10.0
0,29,3.74489795918,34,5,27.0344827586
1,40,3.61889596603,70,0,23.55
0,36,3.8813559322,5,0,13.1111111111
1,5,3.40625,4,0,12.8
1,88,3.65372374284,117,0,17.8522727273
0,8,3.96240601504,7,0,33.25
0,38,3.57700205339,18,0,12.8157894737
1,11,3.28703703704,9,0,9.81818181818
1,28,3.3981042654,36,0,15.0714285714
0,12,3.86666666667,0,3,25.0
0,18,3.48689138577,8,3,14.8333333333
0,40,3.6941362916,25,2,15.775
0,61,3.90361445783,8,0,9.52459016393
0,26,3.88702290076,22,1,25.1923076923
0,14,3.84937238494,7,1,17.0714285714
1,13,3.21428571429,7,0,6.46153846154
1,20,3.45497630332,46,0,31.65
1,1,5.36363636364,1,0,11.0
1,7,3.74193548387,6,0,13.2857142857
1,26,3.25429553265,17,0,11.1923076923
1,17,3.60591133005,15,0,11.9411764706
0,31,3.61185185185,13,0,21.7741935484
1,7,3.18238993711,10,0,22.7142857143
1,14,3.77729257642,17,0,16.3571428571
1,54,3.46841294299,43,0,12.0185185185
1,9,3.71153846154,12,0,23.1111111111
1,21,3.48735955056,2,0,33.9047619048
0,6,3.89534883721,1,4,14.3333333333
0,16,3.83286908078,3,0,22.4375
1,15,3.74074074074,31,0,32.4
0,31,3.91743119266,12,4,14.064516129
1,10,3.54574132492,11,0,31.7
0,3,3.80882352941,5,0,22.6666666667
1,21,3.20618556701,14,0,13.8571428571
1,1,3.25,8,0,52.0
0,10,3.89361702128,16,0,23.5
1,5,3.37878787879,4,0,13.2
0,5,3.70535714286,2,0,22.4
0,4,3.91044776119,8,0,33.5
0,11,4.17712177122,15,0,24.6363636364
1,3,3.36,1,0,8.33333333333
0,50,3.56433007986,39,0,22.54
1,33,3.64312736444,38,0,24.0303030303
1,10,3.28676470588,11,0,13.6
0,22,3.88655462185,7,4,10.8181818182
1,3,3.58695652174,2,0,15.3333333333
0,55,3.68107302534,11,1,12.2
1,2,7.6875,0,0,8.0
1,26,3.34947368421,37,0,18.2692307692
0,11,3.77450980392,10,0,18.5454545455
1,6,3.38888888889,2,0,6.0
1,30,3.69344608879,39,0,15.7666666667
0,23,3.43265306122,22,2,21.3043478261
1,12,3.4496124031,11,0,10.75
0,9,3.53913043478,0,6,12.7777777778
0,7,3.37398373984,6,0,17.5714285714
1,8,3.9417989418,13,0,23.625
0,13,3.52,0,8,7.69230769231
0,17,3.62598425197,10,4,14.9411764706
0,12,3.65490196078,3,3,21.25
1,7,3.76404494382,6,0,12.7142857143
1,10,3.4595959596,19,0,19.8
1,31,3.30077120823,29,0,12.5483870968
1,4,3.98924731183,2,0,23.25
0,7,3.69672131148,5,0,17.4285714286
0,7,3.70700636943,5,0,22.4285714286
1,28,3.77133105802,29,0,10.4642857143
0,3,3.84375,1,0,10.6666666667
0,11,3.63436123348,9,0,20.6363636364
0,76,3.62588028169,51,6,14.9473684211
0,9,3.88715953307,9,0,28.5555555556
0,4,4.26785714286,1,0,14.0
0,34,3.68911174785,13,8,20.5294117647
0,26,3.41450777202,28,0,14.8461538462
0,11,3.74836601307,10,11,27.8181818182
0,27,4.30769230769,3,0,19.2592592593
0,8,3.76056338028,4,1,17.75
1,7,3.65306122449,19,0,28.0
0,70,3.75936329588,49,5,15.2571428571
1,1,3.0,0,0,6.0
1,6,3.06153846154,6,0,10.8333333333
0,9,4.41891891892,2,0,16.4444444444
0,13,3.68181818182,4,4,11.8461538462
0,31,3.53947368421,15,4,14.7096774194
1,5,3.15254237288,4,0,11.8
0,18,3.83639705882,12,1,30.2222222222
0,8,3.79636363636,0,7,34.375
1,7,3.45569620253,3,0,11.2857142857
1,6,3.63440860215,8,0,15.5
0,1,4.47058823529,0,0,17.0
1,2,3.45945945946,0,0,18.5
1,15,3.78902953586,11,0,15.8
0,8,3.87603305785,2,1,15.125
0,37,3.45958429561,34,0,11.7027027027
1,3,3.5652173913,1,0,7.66666666667
0,41,3.74678663239,24,6,18.9756097561
1,4,3.20895522388,9,0,16.75
1,28,3.86626139818,48,0,23.5
1,1,3.0,2,0,10.0
0,62,3.62666666667,40,7,16.935483871
0,27,3.57692307692,12,0,13.4814814815
0,2,2.78571428571,1,0,7.0
1,16,3.46613545817,28,0,31.375
1,9,3.09411764706,9,0,9.44444444444
0,8,3.84677419355,5,0,15.5
0,2,3.91780821918,1,0,36.5
0,6,3.656,0,0,20.8333333333
1,8,3.51388888889,5,0,18.0
0,3,3.92753623188,3,0,23.0
0,43,3.67441860465,8,0,16.0
1,3,3.52941176471,2,0,17.0
1,14,3.53505535055,25,0,19.3571428571
1,4,3.33695652174,12,0,23.0
1,12,3.7106017192,20,0,29.0833333333
1,9,3.90566037736,6,0,23.5555555556
1,6,3.40282685512,29,0,47.1666666667
1,14,3.59398496241,15,0,19.0
1,20,3.77240143369,24,0,27.9
1,2,3.37931034483,3,0,14.5
1,13,3.5737704918,0,0,14.0769230769
0,20,3.625,9,1,14.4
0,5,3.79032258065,1,0,24.8
1,16,3.46842105263,19,0,11.875
1,12,3.66312056738,23,0,23.5
1,44,3.53767373811,65,1,31.0681818182
0,12,3.40573770492,8,3,20.3333333333
1,19,3.56195965418,22,0,18.2631578947
1,30,3.57548845471,38,0,18.7666666667
1,19,3.7106918239,23,0,16.7368421053
1,9,4.24545454545,8,0,24.4444444444
0,19,4.12531969309,3,0,20.5789473684
1,23,3.54255319149,46,0,28.6086956522
1,4,3.58333333333,7,0,18.0
1,12,3.64075067024,23,0,31.0833333333
1,11,3.86010362694,16,0,17.5454545455
1,10,3.79865771812,7,0,14.9
1,7,3.55384615385,9,0,18.5714285714
1,7,3.56390977444,5,0,19.0
0,14,3.68433179724,18,0,31.0
0,14,3.77178423237,10,1,17.2142857143
0,8,3.78102189781,11,0,17.125
0,3,4.74725274725,4,0,30.3333333333
1,4,3.2676056338,3,0,17.75
0,24,3.56147540984,34,3,20.3333333333
1,3,3.58139534884,8,0,28.6666666667
0,6,3.22,1,0,8.33333333333
0,62,3.6075216972,39,4,16.7258064516
0,5,3.85365853659,4,0,16.4
0,2,4.82978723404,2,0,23.5
1,37,3.52299829642,33,0,15.8648648649
0,3,3.38775510204,5,0,16.3333333333
1,43,3.64972972973,60,0,21.511627907
0,49,3.64421997755,24,25,18.1836734694
0,14,3.58241758242,13,1,19.5
1,30,3.63519313305,26,0,15.5333333333
0,12,4.61630695444,2,0,34.75
1,17,3.33439490446,27,0,18.4705882353
0,21,3.6384180791,6,0,16.8571428571
1,1,3.16666666667,0,0,6.0
1,15,3.53024911032,23,0,18.7333333333
0,21,3.95149253731,7,1,25.5238095238
0,11,3.94685990338,0,0,18.8181818182
0,4,4.11428571429,1,3,8.75
0,17,3.52805280528,22,0,17.8235294118
0,5,3.54545454545,1,1,8.8
0,12,3.54326923077,7,0,17.3333333333
0,14,3.70789473684,15,0,27.1428571429
0,8,4.20642201835,2,0,27.25
1,17,3.65818181818,24,0,16.1764705882
1,4,3.30215827338,13,0,34.75
0,9,3.90909090909,2,0,15.8888888889
1,53,3.68010999083,67,0,20.5849056604
1,15,3.25675675676,23,0,9.86666666667
1,30,3.69174311927,18,0,18.1666666667
0,6,3.4375,3,1,16.0
0,3,3.62666666667,3,1,25.0
0,9,3.48514851485,8,0,22.4444444444
0,12,3.66071428571,4,1,18.6666666667
0,14,3.55902777778,12,2,20.5714285714
1,20,3.79207920792,27,0,20.2
1,12,3.21111111111,5,0,7.5
1,37,3.55377574371,18,4,11.8108108108
1,9,4.13970588235,8,0,15.1111111111
1,23,3.48201438849,12,3,12.0869565217
0,5,3.94063926941,0,0,43.8
0,35,3.7875,16,1,16.0
1,46,3.48796791444,46,3,16.2608695652
0,10,3.23214285714,0,0,5.6
1,37,3.49552238806,27,0,9.05405405405
0,11,3.56451612903,4,0,11.2727272727
0,10,3.88023952096,5,2,16.7
0,10,3.51351351351,14,1,29.6
1,9,3.61581920904,10,0,19.6666666667
1,4,3.48484848485,7,0,16.5
1,33,3.09907120743,23,0,9.78787878788
1,12,3.49700598802,11,0,13.9166666667
1,84,3.49172576832,60,0,10.0714285714
1,33,3.43607705779,35,0,17.303030303
0,33,3.71382636656,37,2,18.8484848485
0,29,3.72277227723,8,15,13.9310344828
1,17,3.46857142857,9,2,10.2941176471
0,29,3.65268065268,16,0,14.7931034483
1,11,3.36697247706,11,0,9.90909090909
1,3,2.875,1,0,8.0
0,13,3.64069264069,9,0,17.7692307692
0,34,3.52972972973,27,0,16.3235294118
1,3,3.25,3,0,9.33333333333
1,21,3.82706766917,41,0,25.3333333333
0,10,3.93367346939,4,0,19.6
1,55,3.6511627907,43,0,23.4545454545
0,15,3.96017699115,0,5,15.0666666667
1,23,3.4363256785,21,0,20.8260869565
0,6,3.35460992908,7,0,23.5
0,28,3.42173913043,41,0,16.4285714286
1,3,2.81632653061,9,0,16.3333333333
0,18,4.275,9,0,15.5555555556
0,6,3.16504854369,5,21,17.1666666667
1,5,4.01075268817,8,0,18.6
0,29,3.75376884422,13,1,13.724137931
1,1,3.8,1,0,10.0
1,18,3.55211267606,20,0,19.7222222222
0,10,3.29333333333,5,0,7.5
0,19,3.90909090909,5,2,12.7368421053
0,10,3.72535211268,4,0,14.2
1,5,3.49206349206,6,0,12.6
1,28,3.76093294461,19,0,12.25
1,28,3.6126984127,33,0,11.25
0,62,3.89716684155,10,1,15.3709677419
0,6,3.42857142857,3,10,11.6666666667
0,7,3.58461538462,10,2,18.5714285714
0,12,3.68613138686,6,3,11.4166666667
1,7,3.35779816514,1,0,15.5714285714
1,2,3.77235772358,4,0,61.5
1,5,3.33333333333,7,0,15.6
1,2,3.07142857143,1,0,7.0
1,3,3.62686567164,5,0,22.3333333333
0,5,3.36111111111,2,0,14.4
1,3,3.44047619048,6,0,28.0
0,33,4.0045112782,5,7,20.1515151515
0,2,3.22077922078,2,0,38.5
0,18,3.99597585513,12,0,27.6111111111
0,4,3.8691588785,2,0,26.75
0,7,3.32291666667,8,3,13.7142857143
0,29,3.72209026128,14,0,14.5172413793
0,12,3.9724137931,5,1,12.0833333333
0,9,4.06956521739,6,1,25.5555555556
0,3,3.44761904762,7,0,35.0
1,10,3.53714285714,8,0,17.5
1,8,3.31746031746,13,0,15.75
1,14,3.78388278388,14,0,19.5
0,40,3.53731343284,34,1,16.75
0,5,3.52631578947,3,4,19.0
0,14,3.45273631841,8,0,14.3571428571
0,13,3.2,4,0,11.1538461538
0,2,4.0,2,0,13.5
1,9,4.02293577982,8,0,24.2222222222
1,15,3.52366863905,32,0,22.5333333333
0,2,4.35483870968,0,0,15.5
0,8,3.33783783784,5,9,18.5
0,1,5.71428571429,0,0,35.0
0,14,3.59259259259,7,1,11.5714285714
1,19,3.61031518625,23,0,18.3684210526
1,15,3.47643979058,16,0,12.7333333333
0,17,3.57058823529,5,0,10.0
0,5,4.06730769231,0,1,20.8
1,12,3.39487179487,21,0,16.25
1,15,3.20765027322,18,1,12.2
0,12,3.66037735849,9,2,22.0833333333
0,12,4.02843601896,8,1,17.5833333333
0,6,4.14285714286,1,1,15.1666666667
0,7,3.99193548387,4,0,17.7142857143
1,1,3.625,1,0,8.0
1,5,3.51879699248,11,0,53.2
0,12,4.0,5,5,17.75
1,22,3.57504873294,39,0,23.3181818182
0,30,3.52016985138,7,9,15.7
1,12,3.47058823529,11,0,12.75
0,7,3.64925373134,2,2,19.1428571429
0,2,3.87,0,0,100.0
0,5,3.57142857143,0,0,2.8
0,21,3.59424920128,8,9,14.9047619048
1,23,3.59652509653,40,0,22.5217391304
1,1,4.0,0,0,20.0
0,43,3.70518867925,17,0,9.86046511628
0,12,3.7311827957,7,0,15.5
0,6,3.525,4,1,13.3333333333
0,18,3.82809224319,26,0,26.5
1,12,3.41062801932,21,0,17.25
1,12,3.35031847134,15,0,13.0833333333
0,18,3.40748898678,19,0,25.2222222222
1,23,3.46330275229,37,0,18.9565217391
1,1,3.86666666667,0,0,15.0
1,3,3.69230769231,1,0,17.3333333333
1,21,3.47863247863,36,0,16.7142857143
1,15,3.56730769231,22,0,13.8666666667
0,3,3.78082191781,1,0,24.3333333333
0,4,4.01075268817,2,0,23.25
0,9,4.31282051282,0,1,21.6666666667
1,46,3.58605341246,55,0,14.652173913
0,12,3.68862275449,5,0,13.9166666667
1,17,3.59925093633,18,0,15.7058823529
